npoint-lon,npoint-lat,npoint-dist,npoint-location,npoint-index,nline-OBJECTID,nline-WC_ID,nline-WC_LLID_NR,nline-WC_LN_TYPE,nline-WC_LN_TY_1,nline-WC_CART_FT,nline-WC_CART__1,nline-WC_HYDR_FT,nline-WC_HYDR__1,nline-WC_FLOW_PA,nline-WC_FLOW__1,nline-WC_CONTU_C,nline-WC_CONTU_L,nline-WC_PERIOD_,nline-WC_PERIO_1,nline-WC_GNIS_NM,nline-WC_GNIS_NR,nline-FP_REF_ID,nline-FP_WTRTY_C,nline-FP_WTRTY_N,nline-FP_EXP_CD,nline-FP_WTRTY_E,nline-FP_PERIOD_,nline-FP_PERIO_1,nline-FP_VER_CD,nline-FP_VER_LAB,nline-FP_WTRTY_A,nline-FP_WTRTY_1,nline-FP_WTRTY_2,nline-FTR_MOD_CD,nline-FTR_MOD_LA,nline-FTR_INPUT_,nline-FTR_INPU_1,nline-FTR_INTRP_,nline-FTR_INTR_1,nline-FTR_SRC_CD,nline-FTR_SRC_LA,nline-FTR_SRC_DT,nline-FTR_ORG_CD,nline-FTR_SRCSCA,nline-SL_WTRTY_C,nline-SL_WTRTY_L,nline-SL_WTRTY_E,nline-DNR_OUTPUT,nline-PDF_LOCATI,nline-FP_WTRTY_S,nline-EDIT_NM_CD,nline-EDIT_DT,nline-WC_SUBTYPE,nline-WC_SUBTY_1,nline-SHAPELEN,opoint-,opoint-id,opoint-observed_on_string,opoint-observed_on,opoint-time_observed_at,opoint-time_zone,opoint-user_id,opoint-user_login,opoint-user_name,opoint-created_at,opoint-updated_at,opoint-quality_grade,opoint-license,opoint-url,opoint-image_url,opoint-sound_url,opoint-tag_list,opoint-description,opoint-num_identification_agreements,opoint-num_identification_disagreements,opoint-captive_cultivated,opoint-oauth_application_id,opoint-place_guess,opoint-latitude,opoint-longitude,opoint-positional_accuracy,opoint-private_place_guess,opoint-private_latitude,opoint-private_longitude,opoint-public_positional_accuracy,opoint-geoprivacy,opoint-taxon_geoprivacy,opoint-coordinates_obscured,opoint-positioning_method,opoint-positioning_device,opoint-place_town_name,opoint-place_county_name,opoint-place_state_name,opoint-place_country_name,opoint-place_admin1_name,opoint-place_admin2_name,opoint-species_guess,opoint-scientific_name,opoint-common_name,opoint-iconic_taxon_name,opoint-taxon_id,opoint-field.tree.canopy.symptoms,opoint-field.optional...did.the.tree.have.heat.damage,opoint-field.percent.canopy.affected....,opoint-field.dieback.percent,opoint-field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,opoint-field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,opoint-field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,opoint-field.optional...what..other.factors..were.observed.,opoint-field.optional...tree.size,opoint-field.optional...site.type,opoint-field.optional...site.location.description,opoint-field.optional...site.area.disturbance.level,opoint-field.optional...site.hydrology,opoint-field.optional...access.to.water,opoint-field.optional...slope.position,opoint-field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,opoint-field.optional...timing.of.symptoms.estimate,opoint-field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,opoint-field.optional...can.we.follow.up.with.you.,opoint-field.notes,opoint-binary.tree.canopy.symptoms,opoint-reclassified.tree.canopy.symptoms
-13681503.575946663,5836639.873071068,109.69777501549655,0.48334429719978306,13,599294,654248,1229226463307,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N1,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,5,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,8,Best guess,7,Field Map,1753-01-01T07:52:58.000Z,WaDNR,24000,5,Type 5,1992-01-01T08:00:00.000Z,24000,,MODEL,dcqq490,2005-03-01T08:00:00.000Z,1001,Stream,1949.4706398445,1183,96809516,2021-10-01 11:28:26,2021-10-01,2021-10-01 18:28:26 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-10-01T18:30:47,2022-01-24T18:53:11,research,,https://www.inaturalist.org/observations/96809516,https://static.inaturalist.org/photos/160884864/medium.jpeg,NA,,Multiple dead tops in area.,1,0,false,2,"Castle Rock, WA 98611, USA",46.350801973,-122.9041120782,8,,NA,NA,8,,open,false,gps,gps,,Cowlitz,Washington,United States,Washington,Cowlitz,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No selection,30-59% of the canopy is unhealthy,NA,4-6,60,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top
-13618633.11920712,6244904.087027028,416.284306606169,0.6414428227101715,36,28498,1429123,1223193488677,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,PER,Perennial,Anderson Creek,1503027,,F,Fish,F1,2017-05-18T07:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,1,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,1,Type 1,1992-01-01T08:00:00.000Z,100000,,MODEL,abyr490,2017-05-18T07:00:00.000Z,1001,Stream,2107.39795498619,1185,96942626,2021-10-02 14:18:23,2021-10-02,2021-10-02 21:18:23 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-10-02T21:20:57,2022-01-24T18:53:24,research,,https://www.inaturalist.org/observations/96942626,https://static.inaturalist.org/photos/161122233/medium.jpeg,NA,,Multiple trees with dead tops.,1,0,false,2,"Bellingham, WA 98226, USA",48.8237607288,-122.3326567188,7,,NA,NA,7,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,NA,7-10,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top
-13603157.36616261,6241445.849213415,42.79774656439093,0.15277900822027307,2,8861,9620,1222021488091,21,Inter stream,412,Stream/river,ST,Streams,1,Primary,CON,Continuous,PER,Perennial,South Fork Nooksack River,1526222,,S,Shorelines of the State,S2,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,1,1992-01-01T08:00:00.000Z,ADD,Addition,3,Digitize,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,1,Type 1,1992-01-01T08:00:00.000Z,750000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,2101,Dbl bnk-int,3025.9453652403504,1187,96953908,2021-10-02 15:50:36,2021-10-02,2021-10-02 22:50:36 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-10-02T22:52:26,2022-01-24T18:53:13,research,,https://www.inaturalist.org/observations/96953908,https://static.inaturalist.org/photos/161888142/medium.jpeg,NA,,Possible thinning.,1,0,false,2,"Deming, WA 98244, USA",48.8026459833,-122.1986592561,18,,NA,NA,18,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy
-13592429.009501636,6047697.745005596,21.118611067135483,0.9993013530605174,41,114191,123305,1220988476485,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,4,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,4,Type 4,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,3660.76082796134,1189,97043616,2021-10-03 10:52:20,2021-10-03,2021-10-03 17:52:20 UTC,Pacific Time (US & Canada),3959663,dosafyre,,2021-10-03T17:58:26,2021-12-10T21:57:47,research,CC-BY-NC,https://www.inaturalist.org/observations/97043616,https://inaturalist-open-data.s3.amazonaws.com/photos/161309459/medium.jpeg,NA,,Healthy saplings by running creek and lake,1,0,false,2,"West Lk Sammamish Pkwy NE & 177th Ave NE, Redmond, WA 98052, USA",47.6430298611,-122.1027078889,NA,,NA,NA,NA,,open,false,gps,gps,Redmond City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,More than 10,20,Not sure,No selection,Small (can wrap hands around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",No selection,Riverbank,No selection,No selection,5,Yes,,Healthy,Healthy
-13592498.36049418,6047647.6167611545,124.85234618090051,0.9415788687765693,39,114191,123305,1220988476485,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,4,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,4,Type 4,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,3660.76082796134,1191,97048035,2021-10-03 11:18:13,2021-10-03,2021-10-03 11:18:13 UTC,UTC,3959663,dosafyre,,2021-10-03T18:31:13,2022-01-24T18:53:13,research,CC-BY-NC,https://www.inaturalist.org/observations/97048035,https://inaturalist-open-data.s3.amazonaws.com/photos/161317981/medium.jpeg,NA,,Completely dead full grown and sapling trees in a stand together. Amallaria found on roots.,2,0,false,2,"West Lk Sammamish Pkwy NE & 177th Ave NE, Redmond, WA 98052, USA",47.6418471944,-122.1028474167,NA,,NA,NA,NA,,open,false,,,Redmond City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No,60-99% of the canopy is unhealthy,NA,4-6,20,"Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)",Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,Yes (please identify other species in notes),Symptoms first observed in 2020,15,Yes,"Possible root rot pocket area...advanced big 
leaf maple disease in area. Completely dead full grown and sapling trees in a stand together. ""armallaria""?...found on roots.",Unhealthy,Tree is Dead
-13615808.803679654,6052641.916271709,12.670616190720091,0.27096139431228733,13,113238,122925,1222921476489,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,U,Unknown,U1,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,3596.3252142047304,1193,97157713,Sun Oct 03 2021 16:26:17 GMT-0700 (PDT),2021-10-03,2021-10-03 23:26:17 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-10-04T16:46:22,2021-10-16T17:04:57,research,CC-BY-NC,https://www.inaturalist.org/observations/97157713,https://inaturalist-open-data.s3.amazonaws.com/photos/161523835/medium.jpg,NA,,,2,0,false,3,"Cowen Park, Seattle, WA, US",47.6732116667,-122.3129366667,116,,NA,NA,116,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Medium (can wrap arms around trunk),Other,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No selection,No selection,,No Selection,,Healthy,Healthy
-13690566.962885663,5955099.132574033,450.91984720140033,0.23880362617534326,4,171550,185383,1229831470805,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,989.60992398368,1194,97158070,2021/10/03 1:15 PM PDT,2021-10-03,2021-10-03 20:15:00 UTC,Pacific Time (US & Canada),932255,luca_hickey,Luca Hickey,2021-10-04T16:49:15,2023-02-08T17:32:15,research,CC-BY-NC,https://www.inaturalist.org/observations/97158070,https://static.inaturalist.org/photos/161523084/medium.jpeg,NA,,dyiing,1,0,false,NA,"Thurston County, WA, USA",47.0793060006,-122.9785345125,4,,NA,NA,4,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,,30-59% of the canopy is unhealthy,NA,Not sure,NA,Not sure,,,,,,,,,,,,,,Unhealthy,Other
-13615884.059801444,6052607.183176526,213.87262347079022,0.21444239664030587,11,113238,122925,1222921476489,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,U,Unknown,U1,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,3596.3252142047304,1195,97158260,Sun Oct 03 2021 16:21:51 GMT-0700 (PDT),2021-10-03,2021-10-03 23:21:51 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-10-04T16:51:25,2021-12-10T21:58:50,research,CC-BY-NC,https://www.inaturalist.org/observations/97158260,https://inaturalist-open-data.s3.amazonaws.com/photos/161524553/medium.jpg,NA,,Lots of ivy.  Doesn’t look irrigated but can’t be sure.   Healthy,1,0,false,3,"12th Ave NE, Seattle, WA, US",47.6743133333,-122.3154916667,26,,NA,NA,26,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Not sure,No selection,No selection,No selection,,No Selection,,Healthy,Healthy
-13616688.920940759,6045747.860664888,563.5844327590805,0.4530943993892615,32,114172,123331,1223362476418,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,U,Unknown,U1,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,2003-08-07T07:00:00.000Z,ADD,Addition,6,Heads-up,3,Photos,2,Orthophoto,1753-01-01T07:52:58.000Z,Sewall,24000,9,Type 9,2003-08-07T07:00:00.000Z,24000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1489.10254396175,1196,97161232,Tue Sep 07 2021 11:14:20 GMT-0700 (PDT),2021-09-07,2021-09-07 18:14:20 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-10-04T17:25:14,2021-11-10T10:47:33,casual,CC-BY-NC,https://www.inaturalist.org/observations/97161232,https://inaturalist-open-data.s3.amazonaws.com/photos/161529830/medium.jpg,NA,,Trees seem unhealthy but no dieback yet.   Fairly new apartment building so disturbance could be a factor ,1,0,true,3,"Belmont Pl E, Seattle, WA, US",47.6269133333,-122.3243416667,14,,NA,NA,14,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Yes (please include photo),"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Not sure,No selection,No selection,No selection,,No Selection,,Unhealthy,Thinning Canopy
-13683007.98864494,5927261.453548468,73.59528355302307,0,0,363190,391656,1229799468969,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,3,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,3,Type 3,1992-01-01T08:00:00.000Z,100000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,2158.80126401871,1209,97824772,2021-10-10 14:24:24,2021-10-10,2021-10-10 21:24:24 UTC,Pacific Time (US & Canada),259423,johngrett,,2021-10-10T21:28:13,2021-11-20T04:03:09,research,CC-BY-NC,https://www.inaturalist.org/observations/97824772,https://inaturalist-open-data.s3.amazonaws.com/photos/162770996/medium.jpeg,NA,,,1,0,false,2,"Olympia, WA 98512, USA",46.90916538,-122.91558334,7,,NA,NA,7,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Not Sure,60-99% of the canopy is unhealthy,NA,2-3,75,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Seasonally flooded area,Tree does not typically have access to water in summer,Floodplain or valley bottom,No selection,No selection,30,No Selection,Might be affected by high watertable. It's next to lake.,Unhealthy,Thinning Canopy
-13627087.278824272,6238805.386118475,428.1855210576871,1.659722333673037,73,9408,10243,1224264487972,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,Toad Creek,1512879,,F,Fish,F2,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,3,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,3,Type 3,1992-01-01T08:00:00.000Z,100000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,12376.1292220188,1210,97916981,2021-10-11 10:56:46,2021-10-11,2021-10-11 10:56:46 UTC,UTC,3194356,dominicmoceri,Dominic Moceri,2021-10-11T17:57:51,2022-07-12T03:08:17,research,,https://www.inaturalist.org/observations/97916981,https://static.inaturalist.org/photos/162924848/medium.jpeg,NA,,Healthy,1,0,false,2,"Bellingham, WA 98226, USA",48.784337061,-122.4183536321,9,,NA,NA,9,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy
-13654472.485011874,6257670.95263315,44.02776522152647,0.22606264370065127,16,3503,3649,1226827489256,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,4,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,4,Type 4,1992-01-01T08:00:00.000Z,100000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,12791.7504639521,1211,98023346,2021-10-12 10:34:29,2021-10-12,2021-10-12 10:34:29 UTC,UTC,3194356,dominicmoceri,Dominic Moceri,2021-10-12T17:39:41,2021-10-16T17:42:50,casual,,https://www.inaturalist.org/observations/98023346,https://static.inaturalist.org/photos/163122508/medium.jpeg,NA,,Healthy row.,0,0,true,2,"Ferndale, WA 98248, USA",48.8983297041,-122.6606731117,6,,NA,NA,6,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy
-13633610.581941506,6233141.004051817,110.09551141976908,1.052267957923512,26,10636,11604,1224842487524,21,Inter stream,412,Stream/river,ST,Streams,1,Primary,CON,Continuous,PER,Perennial,Whatcom Creek,1509442,,S,Shorelines of the State,S1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,1,1992-01-01T08:00:00.000Z,ADD,Addition,3,Digitize,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,1,Type 1,1992-01-01T08:00:00.000Z,750000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,2101,Dbl bnk-int,6477.809213152761,1215,98122453,2021-10-13 10:59:58,2021-10-13,2021-10-13 10:59:58 UTC,UTC,3194356,dominicmoceri,Dominic Moceri,2021-10-13T18:03:05,2022-07-12T03:08:43,research,,https://www.inaturalist.org/observations/98122453,https://static.inaturalist.org/photos/163304934/medium.jpeg,NA,,"Healthy, dead branches are from a climbing species that has been killed.",1,0,false,2,"Sunnyland, Bellingham, WA, USA",48.7539018756,-122.471425496,9,,NA,NA,9,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy
-13600604.996625634,6019959.362774282,9.791875448834013,0.1716971231420268,2,115719,125095,1221753474752,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,9,2003-08-07T07:00:00.000Z,ADD,Addition,6,Heads-up,8,Best guess,99,Unknown,1753-01-01T07:52:58.000Z,Sewall,24000,9,Type 9,2003-08-07T07:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,614.941410699575,1216,98252186,Mon Oct 11 2021 16:13:11 GMT-0700 (PDT),2021-10-11,2021-10-11 23:13:11 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-10-15T02:22:40,2021-12-10T21:58:38,research,CC-BY-NC,https://www.inaturalist.org/observations/98252186,https://inaturalist-open-data.s3.amazonaws.com/photos/163545469/medium.jpg,NA,,,1,0,false,3,"Cedar River Trail, Renton, WA, US",47.4750966667,-122.176405,16,,NA,NA,16,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Forest edge,"Low - fairly natural, not much development","Wetland, lots of water",Tree may have occassional access to water in summer (watered by someone),No selection,No selection,No selection,,No Selection,Tree was near a wetland. Unsure if it is wet all year round,Healthy,Healthy
-13435384.95716682,6031891.562935943,3.077084101526344,0.042498507335107405,1,910562,988065,1206661475803,21,Inter stream,412,Stream/river,ST,Streams,1,Primary,CON,Continuous,UNK,Unknown,Icicle Creek,1521124,,S,Shorelines of the State,S2,2006-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,1,1992-01-01T08:00:00.000Z,ADD,Addition,3,Digitize,7,Source map,1,USGS Map,2004-02-13T08:00:00.000Z,WaDNR,24000,1,Type 1,1992-01-01T08:00:00.000Z,750000,,LEGACY,dcqq490,2006-03-01T08:00:00.000Z,2101,Dbl bnk-int,151.78926286677398,1217,98295881,Fri Oct 15 2021 10:41:32 GMT-0700 (PDT),2021-10-15,2021-10-15 17:41:32 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-10-15T17:47:32,2022-01-24T18:52:18,research,CC-BY-NC,https://www.inaturalist.org/observations/98295881,https://inaturalist-open-data.s3.amazonaws.com/photos/163689462/medium.jpg,NA,,,1,0,false,3,"Icicle Creek, Leavenworth, WA, US",47.5474616667,-120.6921216667,17,,NA,NA,17,,open,false,,,,Chelan,Washington,United States,Washington,Chelan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,Small (can wrap hands around trunk),Rural,Forest edge,"None - natural forest, far from development",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Riverbank,Yes (please identify other species in notes),No selection,,No Selection,"Cottonwood trees in poor shape, few other naturally dead pondorsa and grand fir trees nearby",Healthy,Healthy
-13587053.597210515,6028243.7094425205,175.0323534848535,0,0,114637,124276,1220594475295,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,2260.62088954952,1218,98309621,Fri Oct 15 2021 12:57:05 GMT-0700 (PDT),2021-10-15,2021-10-15 19:57:05 UTC,Pacific Time (US & Canada),4192922,pwinterstein,,2021-10-15T20:03:40,2021-12-10T21:58:37,research,CC-BY-NC,https://www.inaturalist.org/observations/98309621,https://inaturalist-open-data.s3.amazonaws.com/photos/163647035/medium.jpg,NA,,,1,0,false,3,"Mount Logan Dr SW, Issaquah, WA, US",47.5238103653,-122.0552830306,9,,NA,NA,9,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,1,50,No,No selection,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,Not sure,Lower slope,No,No selection,0,Yes,,Healthy,Healthy
