,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field.tree.canopy.symptoms,field.optional...did.the.tree.have.heat.damage,field.percent.canopy.affected....,field.dieback.percent,field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,field.optional...what..other.factors..were.observed.,field.optional...tree.size,field.optional...site.type,field.optional...site.location.description,field.optional...site.area.disturbance.level,field.optional...site.hydrology,field.optional...access.to.water,field.optional...slope.position,field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,field.optional...timing.of.symptoms.estimate,field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,field.optional...can.we.follow.up.with.you.,field.notes,binary.tree.canopy.symptoms,reclassified.tree.canopy.symptoms,period-all-dist,period-all-nfeat-id,period-all-nfeat-period,period-eph-dist,period-eph-nfeat-id,period-eph-nfeat-period,period-int-dist,period-int-nfeat-id,period-int-nfeat-period,period-min-eph-dist,period-min-eph-nfeat-id,period-min-eph-nfeat-period,period-min-int-dist,period-min-int-nfeat-id,period-min-int-nfeat-period,period-per-dist,period-per-nfeat-id,period-per-nfeat-period,period-unk-dist,period-unk-nfeat-id,period-unk-nfeat-period
2211,154193842,2023-04-09 16:47:15,2023-04-09,2023-04-09 23:47:15 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-09 23:48:06 UTC,2023-04-10 04:12:16 UTC,needs_id,,https://www.inaturalist.org/observations/154193842,https://inaturalist-open-data.s3.amazonaws.com/photos/266400826/medium.jpeg,NA,,Med h f d,0,0,false,2,"Eastside, Tacoma, WA, USA",47.2319197739,-122.4241644847,5,,NA,NA,5,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,,,,,Healthy,Healthy,625.4202064494494,line:155182737,Intermittent,73873.72961238788,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,625.4202064494494,line:155182737,Intermittent,625.4202064494494,line:155182737,Intermittent,625.4202064494494,line:155182737,Intermittent,1191.8853668086415,line:{DB7B0803-EA46-4B90-8245-D1B240BE049D},Perennial,16402.29025703603,line:165399014,Unknown
2212,154329053,2023-04-10 13:45:15,2023-04-10,2023-04-10 20:45:15 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 20:48:00 UTC,2023-04-11 14:54:10 UTC,casual,,https://www.inaturalist.org/observations/154329053,https://inaturalist-open-data.s3.amazonaws.com/photos/266650477/medium.jpeg,NA,,Vl w h f,0,0,true,2,"Eastside, Tacoma, WA, USA",47.2364712412,-122.4183380502,9,,NA,NA,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,No selection,Very Large (would take many people to wrap arms around trunk),Urban,No Selection,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),,,,,,Healthy,Healthy,1045.2799348927022,line:155182737,Intermittent,73346.1969920187,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,1045.2799348927022,line:155182737,Intermittent,1045.2799348927022,line:155182737,Intermittent,1045.2799348927022,line:155182737,Intermittent,1056.7828389682086,line:165520022,Perennial,15756.192780155916,line:165399014,Unknown
2213,154330583,2023-04-10 13:57:10,2023-04-10,2023-04-10 20:57:10 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 20:59:09 UTC,2023-04-11 23:54:29 UTC,research,,https://www.inaturalist.org/observations/154330583,https://inaturalist-open-data.s3.amazonaws.com/photos/266653256/medium.jpeg,NA,,Mid l w h,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2343042577,-122.4188574457,9,,NA,NA,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Middle of a slope,No,,,,,Healthy,Healthy,997.9787972924701,line:155182737,Intermittent,73429.89587528502,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,997.9787972924701,line:155182737,Intermittent,997.9787972924701,line:155182737,Intermittent,997.9787972924701,line:155182737,Intermittent,1043.842085834518,line:165520022,Perennial,15921.817488862918,line:165399014,Unknown
2214,154332912,2023-04-10 14:14:10,2023-04-10,2023-04-10 21:14:10 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:15:43 UTC,2023-04-11 23:54:27 UTC,research,,https://www.inaturalist.org/observations/154332912,https://inaturalist-open-data.s3.amazonaws.com/photos/266657411/medium.jpeg,NA,,D l 20% f,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2325996382,-122.4160342377,9,,NA,NA,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,1-29% of the canopy is unhealthy,20,0,NA,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),,,,,,Unhealthy,Dead Top,828.0916887889376,line:165520022,Perennial,73256.75608751435,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,1007.8390210090182,line:165517851,Intermittent,828.0916887889376,line:165520022,Perennial,828.0916887889376,line:165520022,Perennial,828.0916887889376,line:165520022,Perennial,15852.534984676593,line:165399014,Unknown
2215,154333542,2023-04-10 14:19:53,2023-04-10,2023-04-10 21:19:53 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:21:17 UTC,2023-04-11 23:54:22 UTC,research,,https://www.inaturalist.org/observations/154333542,https://inaturalist-open-data.s3.amazonaws.com/photos/266658550/medium.jpeg,NA,,Fdlh,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2322586451,-122.4180959662,7,,NA,NA,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,,,,,Healthy,Healthy,986.8759408862195,line:165520022,Perennial,73416.81005167871,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,1066.5356107910948,line:155182737,Intermittent,986.8759408862195,line:165520022,Perennial,986.8759408862195,line:165520022,Perennial,986.8759408862195,line:165520022,Perennial,16002.108260605166,line:165399014,Unknown
2216,154333847,2023-04-10 14:23:23,2023-04-10,2023-04-10 21:23:23 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:24:13 UTC,2023-04-11 23:54:18 UTC,research,,https://www.inaturalist.org/observations/154333847,https://inaturalist-open-data.s3.amazonaws.com/photos/266659247/medium.jpeg,NA,,,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2320918,-122.4186977,28,,NA,NA,28,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No,,,,,Healthy,Healthy,1024.6584555147244,line:155182737,Intermittent,73464.9627391071,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,1024.6584555147244,line:155182737,Intermittent,1024.6584555147244,line:155182737,Intermittent,1024.6584555147244,line:155182737,Intermittent,1034.2323597340637,line:165520022,Perennial,16050.046064174272,line:165399014,Unknown
2217,154334667,2023-04-10 14:29:37,2023-04-10,2023-04-10 21:29:37 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:30:37 UTC,2023-04-11 23:54:16 UTC,research,,https://www.inaturalist.org/observations/154334667,https://inaturalist-open-data.s3.amazonaws.com/photos/266660941/medium.jpeg,NA,,W l h f,1,0,false,2,"McKinley, Tacoma, WA 98404, USA",47.2334144,-122.4209225,15,,NA,NA,15,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No,,,,,Healthy,Healthy,841.8720917647092,line:155182737,Intermittent,73601.73798399388,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,841.8720917647092,line:155182737,Intermittent,841.8720917647092,line:155182737,Intermittent,841.8720917647092,line:155182737,Intermittent,1188.270009368945,line:{DB7B0803-EA46-4B90-8245-D1B240BE049D},Perennial,16106.42623105008,line:165399014,Unknown
2218,154334878,2023-04-10 14:31:21,2023-04-10,2023-04-10 21:31:21 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:32:10 UTC,2023-04-11 23:54:12 UTC,research,,https://www.inaturalist.org/observations/154334878,https://inaturalist-open-data.s3.amazonaws.com/photos/266661276/medium.jpeg,NA,,W l f h,1,0,false,2,"McKinley Ave & Wright Ave, Tacoma, WA 98404, USA",47.2332976168,-122.4210304348,8,,NA,NA,8,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No,,,,,Healthy,Healthy,834.2873855546247,line:155182737,Intermittent,73612.20671545318,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,834.2873855546247,line:155182737,Intermittent,834.2873855546247,line:155182737,Intermittent,834.2873855546247,line:155182737,Intermittent,1192.911283942478,line:{DB7B0803-EA46-4B90-8245-D1B240BE049D},Perennial,16120.421962857525,line:165399014,Unknown
2219,154335034,2023-04-10 14:32:21,2023-04-10,2023-04-10 21:32:21 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:33:31 UTC,2023-04-11 23:54:08 UTC,research,,https://www.inaturalist.org/observations/154335034,https://inaturalist-open-data.s3.amazonaws.com/photos/266661566/medium.jpeg,NA,,W f l h,1,0,false,2,"McKinley, Tacoma, WA 98404, USA",47.2333201472,-122.4208297814,7,,NA,NA,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,,,,,,,,Healthy,Healthy,849.2965946163025,line:155182737,Intermittent,73596.85678453863,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,849.2965946163025,line:155182737,Intermittent,849.2965946163025,line:155182737,Intermittent,849.2965946163025,line:155182737,Intermittent,1186.6319422002884,line:165520022,Perennial,16106.441201644318,line:165399014,Unknown
2220,154336268,2023-04-10 14:41:50,2023-04-10,2023-04-10 21:41:50 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:42:45 UTC,2023-04-11 23:54:06 UTC,research,,https://www.inaturalist.org/observations/154336268,https://inaturalist-open-data.s3.amazonaws.com/photos/266663831/medium.jpeg,NA,,F d 20% l,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2308486095,-122.4183627556,4,,NA,NA,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,"Healthy, no dieback(0%)",20,0,NA,No,No selection,Large (too big to wrap arms around trunk),Urban,,,,,,,,,,,Unhealthy,Dead Top,989.3568983106048,line:165517853,Intermittent,73466.86081973829,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,989.3568983106048,line:165517853,Intermittent,989.3568983106048,line:165517853,Intermittent,989.3568983106048,line:165517853,Intermittent,1008.2524363561682,line:165520017,Perennial,16108.135342052637,line:165399014,Unknown
2221,154336890,2023-04-10 14:46:40,2023-04-10,2023-04-10 21:46:40 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 21:48:13 UTC,2023-04-11 23:51:59 UTC,research,,https://www.inaturalist.org/observations/154336890,https://inaturalist-open-data.s3.amazonaws.com/photos/266665072/medium.jpeg,NA,,F d h l,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2310919653,-122.4153227793,7,,NA,NA,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,No Selection,Upland or well drained,Tree does not typically have access to water in summer,,,,,,,Healthy,Healthy,789.5127834429792,line:165520022,Perennial,73236.43926667809,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,874.5238648130212,line:165517853,Intermittent,789.5127834429792,line:165520022,Perennial,789.5127834429792,line:165520022,Perennial,789.5127834429792,line:165520022,Perennial,15904.98408426049,line:165399014,Unknown
2222,154339533,2023-04-10 15:06:30,2023-04-10,2023-04-10 22:06:30 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 22:08:31 UTC,2023-04-11 23:51:57 UTC,research,,https://www.inaturalist.org/observations/154339533,https://inaturalist-open-data.s3.amazonaws.com/photos/266669823/medium.jpeg,NA,,F l d h,1,0,false,2,"McKinley, Tacoma, WA 98404, USA",47.2292104001,-122.4198953011,15,,NA,NA,15,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,,,,,Healthy,Healthy,928.1968480768547,line:165517853,Intermittent,73615.91456569433,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,928.1968480768547,line:165517853,Intermittent,928.1968480768547,line:165517853,Intermittent,928.1968480768547,line:165517853,Intermittent,1033.2724356948868,line:165520017,Perennial,16307.636943782512,line:165399014,Unknown
2223,154340004,2023-04-10 15:09:54,2023-04-10,2023-04-10 22:09:54 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-10 22:12:03 UTC,2023-04-11 23:51:55 UTC,research,,https://www.inaturalist.org/observations/154340004,https://inaturalist-open-data.s3.amazonaws.com/photos/266670684/medium.jpeg,NA,,D h l f,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2290795343,-122.4190076559,5,,NA,NA,5,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No selection,,,,,Healthy,Healthy,869.6950176427054,line:165517853,Intermittent,73553.05394135043,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,869.6950176427054,line:165517853,Intermittent,869.6950176427054,line:165517853,Intermittent,869.6950176427054,line:165517853,Intermittent,965.4114981316781,line:165520017,Perennial,16261.425070328869,line:165399014,Unknown
2224,154514582,2023-04-11 19:42:31-07:00,2023-04-11,2023-04-12 02:42:31 UTC,Pacific Time (US & Canada),6555464,tallulahcassidy,,2023-04-12 02:44:16 UTC,2023-04-16 16:27:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154514582,https://inaturalist-open-data.s3.amazonaws.com/photos/266992705/medium.jpg,NA,,,1,0,false,3,"University of Puget Sound, Tacoma, WA, US",47.2616886275,-122.4798422787,7,,NA,NA,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Small (can wrap hands around trunk),No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,480.5175657973967,line:155182439,Intermittent,77469.34287904337,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,480.5175657973967,line:155182439,Intermittent,480.5175657973967,line:155182439,Intermittent,480.5175657973967,line:155182439,Intermittent,1662.9121899479592,line:155184953,Perennial,18755.461945480758,line:165399014,Unknown
2225,154592828,2023-04-12 11:07:42,2023-04-12,2023-04-12 18:07:42 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-12 18:09:00 UTC,2023-04-16 16:27:32 UTC,research,,https://www.inaturalist.org/observations/154592828,https://inaturalist-open-data.s3.amazonaws.com/photos/267131183/medium.jpeg,NA,,Thin f d l,1,0,false,2,"Portland Ave E & E 64th St, Tacoma, WA 98404, USA",47.1986964068,-122.408472871,7,,NA,NA,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,1-29% of the canopy is unhealthy,5,1,NA,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),,,,,,Unhealthy,Thinning Canopy,925.0344110718037,line:130845099,Perennial,73518.8140230788,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,970.1233585828073,line:165517851,Intermittent,925.0344110718037,line:130845099,Perennial,925.0344110718037,line:130845099,Perennial,925.0344110718037,line:130845099,Perennial,17865.514933112627,line:165399014,Unknown
2226,154593173,2023-04-12 11:09:47,2023-04-12,2023-04-12 18:09:47 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-12 18:11:44 UTC,2023-04-16 16:27:18 UTC,research,,https://www.inaturalist.org/observations/154593173,https://inaturalist-open-data.s3.amazonaws.com/photos/267131783/medium.jpeg,NA,,Thin l f d,1,0,false,2,"Portland Ave E & E 64th St, Tacoma, WA 98404, USA",47.1987456953,-122.4084407917,6,,NA,NA,6,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Not Sure,1-29% of the canopy is unhealthy,5,1,NA,No,,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No selection,,,,,Unhealthy,Thinning Canopy,921.5406612945146,line:130845099,Perennial,73515.13363302774,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,964.1437925896897,line:165517851,Intermittent,921.5406612945146,line:130845099,Perennial,921.5406612945146,line:130845099,Perennial,921.5406612945146,line:130845099,Perennial,17859.895004049027,line:165399014,Unknown
2227,154596386,2023-04-12 11:32:02,2023-04-12,2023-04-12 18:32:02 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-12 18:34:55 UTC,2023-04-16 16:26:58 UTC,research,,https://www.inaturalist.org/observations/154596386,https://inaturalist-open-data.s3.amazonaws.com/photos/267137424/medium.jpeg,NA,,Lhfd,1,0,false,2,"Portland / 56th, Tacoma, WA 98404, USA",47.2058194119,-122.4077536479,9,,NA,NA,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),,,,,,Healthy,Healthy,382.68737664094965,line:165517851,Intermittent,73277.89884915481,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,382.68737664094965,line:165517851,Intermittent,382.68737664094965,line:165517851,Intermittent,382.68737664094965,line:165517851,Intermittent,895.48050574663,line:130845099,Perennial,17267.128609644704,line:165399014,Unknown
2228,154603688,2023-04-12 12:29:43,2023-04-12,2023-04-12 19:29:43 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-12 19:31:31 UTC,2023-04-16 16:26:14 UTC,research,,https://www.inaturalist.org/observations/154603688,https://inaturalist-open-data.s3.amazonaws.com/photos/267151173/medium.jpeg,NA,,M d mid 60,1,0,false,2,"Eastside, Tacoma, WA, USA",47.2299207971,-122.4090206404,14,,NA,NA,14,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,60-99% of the canopy is unhealthy,60,0,NA,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,,,,,,Unhealthy,Dead Top,301.94158699487156,line:165520022,Perennial,72795.2953187114,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,406.434867053651,line:165517851,Intermittent,301.94158699487156,line:165520022,Perennial,301.94158699487156,line:165520022,Perennial,301.94158699487156,line:165520022,Perennial,15597.21994826272,line:165399014,Unknown
2229,154603898,2023-04-12 12:31:34,2023-04-12,2023-04-12 19:31:34 UTC,Pacific Time (US & Canada),6194941,jim1083,Jim Knettel,2023-04-12 19:32:55 UTC,2023-04-13 02:03:16 UTC,needs_id,,https://www.inaturalist.org/observations/154603898,https://inaturalist-open-data.s3.amazonaws.com/photos/267151479/medium.jpeg,NA,,M mid d h,0,0,false,2,"Eastside, Tacoma, WA, USA",47.2298571932,-122.4089373096,5,,NA,NA,5,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,1,NA,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,,,,,,Healthy,Healthy,295.6015982220534,line:165520022,Perennial,72790.52235946039,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,397.0226512131498,line:165517851,Intermittent,295.6015982220534,line:165520022,Perennial,295.6015982220534,line:165520022,Perennial,295.6015982220534,line:165520022,Perennial,15596.42127260647,line:165399014,Unknown
8,19184654,2018/12/23 2:05 PM PST,2018-12-23,2018-12-23 22:05:00 UTC,Pacific Time (US & Canada),300689,ewrunn1ng,Eric Running,2018-12-24 01:19:48 UTC,2021-02-02 13:10:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19184654,https://inaturalist-open-data.s3.amazonaws.com/photos/29465143/medium.jpeg,NA,,,2,0,false,NA,"Briarcrest, Shoreline, WA 98155, USA",47.7430914414,-122.3109349687,15,,NA,NA,15,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,,Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Area is flat (e.g. field),,,,No Selection,,Healthy,Healthy,657.8400323186582,line:{16338664-D44E-47C8-BD5D-279DB896E7F4},Intermittent,76216.39055245722,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,657.8400323186582,line:{16338664-D44E-47C8-BD5D-279DB896E7F4},Intermittent,657.8400323186582,line:{16338664-D44E-47C8-BD5D-279DB896E7F4},Intermittent,657.8400323186582,line:{16338664-D44E-47C8-BD5D-279DB896E7F4},Intermittent,1238.660046348835,line:{D3EA22E8-752C-47DD-B12B-B6295A9440E9},Perennial,26670.542033966405,line:b8ac4971-7ee7-4076-8183-236e2cb8e648,Unknown
9,20544675,2019-02-21 1:01:47 PM PST,2019-02-21,2019-02-21 21:01:47 UTC,Pacific Time (US & Canada),1418161,kate274,Kate Ledger,2019-02-22 01:56:55 UTC,2021-08-17 17:22:08 UTC,research,,https://www.inaturalist.org/observations/20544675,https://static.inaturalist.org/photos/31715377/medium.jpeg,NA,,,2,0,false,2,"Capital, CA-BC, CA",48.4761422127,-123.3113130648,8,,NA,NA,8,,open,false,,,"Saanich, British Columbia",Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Extra Cone Crop,Not Sure,1-29% of the canopy is unhealthy,NA,Not sure,0,Not sure,,,,,,,,,,,,,,Unhealthy,Other,620.2781479009635,line:{E02BB386-7499-43EA-AD22-AE1B2638C465},Perennial,70707.6841746488,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,39074.17239998625,line:{C266A99E-F86C-4CDC-90C1-A112501D3404},Intermittent,620.2781479009635,line:{E02BB386-7499-43EA-AD22-AE1B2638C465},Perennial,620.2781479009635,line:{E02BB386-7499-43EA-AD22-AE1B2638C465},Perennial,620.2781479009635,line:{E02BB386-7499-43EA-AD22-AE1B2638C465},Perennial,1784.4539035829546,line:{8B957F79-1422-4691-B2FF-DF67DA9E7F7E},Unknown
